ID, FP, FN, RF
0, 0.241379310345, 0.241379310345, 0.241379310345
1, 0.448275862069, 0.448275862069, 0.448275862069
2, 0.172413793103, 0.172413793103, 0.172413793103
3, 0.172413793103, 0.172413793103, 0.172413793103
4, 0.413793103448, 0.413793103448, 0.413793103448
5, 0.275862068966, 0.275862068966, 0.275862068966
6, 0.275862068966, 0.275862068966, 0.275862068966
7, 0.172413793103, 0.172413793103, 0.172413793103
8, 0.172413793103, 0.172413793103, 0.172413793103
9, 0.275862068966, 0.275862068966, 0.275862068966
10, 0.172413793103, 0.172413793103, 0.172413793103
11, 0.275862068966, 0.275862068966, 0.275862068966
12, 0.275862068966, 0.275862068966, 0.275862068966
13, 0.172413793103, 0.172413793103, 0.172413793103
14, 0.241379310345, 0.241379310345, 0.241379310345
15, 0.172413793103, 0.172413793103, 0.172413793103
16, 0.172413793103, 0.172413793103, 0.172413793103
17, 0.241379310345, 0.241379310345, 0.241379310345
18, 0.172413793103, 0.172413793103, 0.172413793103
19, 0.172413793103, 0.172413793103, 0.172413793103
20, 0.241379310345, 0.241379310345, 0.241379310345
21, 0.413793103448, 0.413793103448, 0.413793103448
22, 0.275862068966, 0.275862068966, 0.275862068966
23, 0.206896551724, 0.206896551724, 0.206896551724
24, 0.275862068966, 0.275862068966, 0.275862068966
25, 0.206896551724, 0.206896551724, 0.206896551724
26, 0.206896551724, 0.206896551724, 0.206896551724
27, 0.206896551724, 0.206896551724, 0.206896551724
28, 0.172413793103, 0.172413793103, 0.172413793103
29, 0.172413793103, 0.172413793103, 0.172413793103
