ID, FP, FN, RF
0, 0.7, 0.7, 0.7
1, 0.7, 0.7, 0.7
2, 0.65, 0.65, 0.65
3, 0.7, 0.7, 0.7
4, 0.7, 0.7, 0.7
5, 0.7, 0.7, 0.7
6, 0.75, 0.75, 0.75
7, 0.7, 0.7, 0.7
8, 0.7, 0.7, 0.7
9, 0.7, 0.7, 0.7
10, 0.65, 0.65, 0.65
11, 0.7, 0.7, 0.7
12, 0.7, 0.7, 0.7
13, 0.65, 0.65, 0.65
14, 0.7, 0.7, 0.7
15, 0.7, 0.7, 0.7
16, 0.7, 0.7, 0.7
17, 0.7, 0.7, 0.7
18, 0.7, 0.7, 0.7
19, 0.65, 0.65, 0.65
20, 0.7, 0.7, 0.7
21, 0.7, 0.7, 0.7
22, 0.7, 0.7, 0.7
23, 0.7, 0.7, 0.7
24, 0.65, 0.65, 0.65
25, 0.65, 0.65, 0.65
26, 0.75, 0.75, 0.75
27, 0.7, 0.7, 0.7
28, 0.7, 0.7, 0.7
29, 0.65, 0.65, 0.65
