ID, FP, FN, RF
0, 0.6, 0.6, 0.6
1, 0.4, 0.4, 0.4
2, 0.8, 0.8, 0.8
3, 0.8, 0.8, 0.8
4, 0.4, 0.4, 0.4
5, 0.5, 0.5, 0.5
6, 0.5, 0.5, 0.5
7, 0.6, 0.6, 0.6
8, 0.5, 0.5, 0.5
9, 0.7, 0.7, 0.7
10, 0.5, 0.5, 0.5
11, 0.6, 0.6, 0.6
12, 0.4, 0.4, 0.4
13, 0.7, 0.7, 0.7
14, 0.4, 0.4, 0.4
15, 0.5, 0.5, 0.5
16, 0.5, 0.5, 0.5
17, 0.6, 0.6, 0.6
18, 0.7, 0.7, 0.7
19, 0.4, 0.4, 0.4
20, 0.6, 0.6, 0.6
21, 0.5, 0.5, 0.5
22, 0.5, 0.5, 0.5
23, 0.7, 0.7, 0.7
24, 0.4, 0.4, 0.4
25, 0.5, 0.5, 0.5
26, 0.5, 0.5, 0.5
27, 0.6, 0.6, 0.6
28, 0.7, 0.7, 0.7
29, 0.4, 0.4, 0.4
