ID, FP, FN, RF
0, 0.5625, 0.5625, 0.5625
1, 0.375, 0.375, 0.375
2, 0.65625, 0.65625, 0.65625
3, 0.5625, 0.5625, 0.5625
4, 0.5625, 0.5625, 0.5625
5, 0.375, 0.375, 0.375
6, 0.59375, 0.59375, 0.59375
7, 0.5625, 0.5625, 0.5625
8, 0.375, 0.375, 0.375
9, 0.46875, 0.46875, 0.46875
10, 0.5625, 0.5625, 0.5625
11, 0.59375, 0.59375, 0.59375
12, 0.5625, 0.5625, 0.5625
13, 0.5625, 0.5625, 0.5625
14, 0.53125, 0.53125, 0.53125
15, 0.4375, 0.4375, 0.4375
16, 0.46875, 0.46875, 0.46875
17, 0.4375, 0.4375, 0.4375
18, 0.53125, 0.53125, 0.53125
19, 0.6875, 0.6875, 0.6875
20, 0.5625, 0.5625, 0.5625
21, 0.375, 0.375, 0.375
22, 0.4375, 0.4375, 0.4375
23, 0.6875, 0.6875, 0.6875
24, 0.5625, 0.5625, 0.5625
25, 0.375, 0.375, 0.375
26, 0.375, 0.375, 0.375
27, 0.5625, 0.5625, 0.5625
28, 0.53125, 0.53125, 0.53125
29, 0.53125, 0.53125, 0.53125
