ID, FP, FN, RF
0, 0.75, 0.75, 0.75
1, 0.75, 0.75, 0.75
2, 0.75, 0.75, 0.75
3, 0.75, 0.75, 0.75
4, 0.666666666667, 0.666666666667, 0.666666666667
5, 0.666666666667, 0.666666666667, 0.666666666667
6, 0.75, 0.75, 0.75
7, 0.666666666667, 0.666666666667, 0.666666666667
8, 0.666666666667, 0.666666666667, 0.666666666667
9, 0.75, 0.75, 0.75
10, 0.75, 0.75, 0.75
11, 0.833333333333, 0.833333333333, 0.833333333333
12, 0.666666666667, 0.666666666667, 0.666666666667
13, 0.75, 0.75, 0.75
14, 0.666666666667, 0.666666666667, 0.666666666667
15, 0.833333333333, 0.833333333333, 0.833333333333
16, 0.666666666667, 0.666666666667, 0.666666666667
17, 0.75, 0.75, 0.75
18, 0.75, 0.75, 0.75
19, 0.75, 0.75, 0.75
20, 0.75, 0.75, 0.75
21, 0.75, 0.75, 0.75
22, 0.75, 0.75, 0.75
23, 0.75, 0.75, 0.75
24, 0.75, 0.75, 0.75
25, 0.75, 0.75, 0.75
26, 0.75, 0.75, 0.75
27, 0.75, 0.75, 0.75
28, 0.75, 0.75, 0.75
29, 0.75, 0.75, 0.75
