ID, FP, FN, RF
0, 0.25, 0.25, 0.25
1, 0.3, 0.3, 0.3
2, 0.2, 0.2, 0.2
3, 0.25, 0.25, 0.25
4, 0.3, 0.3, 0.3
5, 0.275, 0.275, 0.275
6, 0.25, 0.25, 0.25
7, 0.25, 0.25, 0.25
8, 0.3, 0.3, 0.3
9, 0.25, 0.25, 0.25
10, 0.275, 0.275, 0.275
11, 0.3, 0.3, 0.3
12, 0.25, 0.25, 0.25
13, 0.3, 0.3, 0.3
14, 0.3, 0.3, 0.3
15, 0.275, 0.275, 0.275
16, 0.25, 0.25, 0.25
17, 0.275, 0.275, 0.275
18, 0.2, 0.2, 0.2
19, 0.3, 0.3, 0.3
20, 0.3, 0.3, 0.3
21, 0.225, 0.225, 0.225
22, 0.275, 0.275, 0.275
23, 0.25, 0.25, 0.25
24, 0.25, 0.25, 0.25
25, 0.275, 0.275, 0.275
26, 0.3, 0.3, 0.3
27, 0.25, 0.25, 0.25
28, 0.25, 0.25, 0.25
29, 0.25, 0.25, 0.25
