ID, FP, FN, RF
0, 0.5, 0.5, 0.5
1, 0.5, 0.5, 0.5
2, 0.625, 0.625, 0.625
3, 0.5, 0.5, 0.5
4, 0.625, 0.625, 0.625
5, 0.5, 0.5, 0.5
6, 0.5, 0.5, 0.5
7, 0.5, 0.5, 0.5
8, 0.5, 0.5, 0.5
9, 0.5, 0.5, 0.5
10, 0.5, 0.5, 0.5
11, 0.5, 0.5, 0.5
12, 0.375, 0.375, 0.375
13, 0.5, 0.5, 0.5
14, 0.5, 0.5, 0.5
15, 0.5, 0.5, 0.5
16, 0.5, 0.5, 0.5
17, 0.5, 0.5, 0.5
18, 0.5, 0.5, 0.5
19, 0.375, 0.375, 0.375
20, 0.625, 0.625, 0.625
21, 0.375, 0.375, 0.375
22, 0.5, 0.5, 0.5
23, 0.375, 0.375, 0.375
24, 0.5, 0.5, 0.5
25, 0.5, 0.5, 0.5
26, 0.5, 0.5, 0.5
27, 0.375, 0.375, 0.375
28, 0.5, 0.5, 0.5
29, 0.5, 0.5, 0.5
