ID, FP, FN, RF
0, 0.145833333333, 0.145833333333, 0.145833333333
1, 0.125, 0.125, 0.125
2, 0.333333333333, 0.333333333333, 0.333333333333
3, 0.145833333333, 0.145833333333, 0.145833333333
4, 0.354166666667, 0.354166666667, 0.354166666667
5, 0.354166666667, 0.354166666667, 0.354166666667
6, 0.145833333333, 0.145833333333, 0.145833333333
7, 0.3125, 0.3125, 0.3125
8, 0.145833333333, 0.145833333333, 0.145833333333
9, 0.125, 0.125, 0.125
10, 0.145833333333, 0.145833333333, 0.145833333333
11, 0.145833333333, 0.145833333333, 0.145833333333
12, 0.145833333333, 0.145833333333, 0.145833333333
13, 0.166666666667, 0.166666666667, 0.166666666667
14, 0.145833333333, 0.145833333333, 0.145833333333
15, 0.145833333333, 0.145833333333, 0.145833333333
16, 0.25, 0.25, 0.25
17, 0.25, 0.25, 0.25
18, 0.145833333333, 0.145833333333, 0.145833333333
19, 0.145833333333, 0.145833333333, 0.145833333333
20, 0.166666666667, 0.166666666667, 0.166666666667
21, 0.333333333333, 0.333333333333, 0.333333333333
22, 0.145833333333, 0.145833333333, 0.145833333333
23, 0.333333333333, 0.333333333333, 0.333333333333
24, 0.3125, 0.3125, 0.3125
25, 0.145833333333, 0.145833333333, 0.145833333333
26, 0.354166666667, 0.354166666667, 0.354166666667
27, 0.125, 0.125, 0.125
28, 0.145833333333, 0.145833333333, 0.145833333333
29, 0.145833333333, 0.145833333333, 0.145833333333
