ID, FP, FN, RF
0, 0.362068965517, 0.362068965517, 0.362068965517
1, 0.344827586207, 0.344827586207, 0.344827586207
2, 0.362068965517, 0.362068965517, 0.362068965517
3, 0.362068965517, 0.362068965517, 0.362068965517
4, 0.344827586207, 0.344827586207, 0.344827586207
5, 0.362068965517, 0.362068965517, 0.362068965517
6, 0.344827586207, 0.344827586207, 0.344827586207
7, 0.344827586207, 0.344827586207, 0.344827586207
8, 0.362068965517, 0.362068965517, 0.362068965517
9, 0.362068965517, 0.362068965517, 0.362068965517
10, 0.344827586207, 0.344827586207, 0.344827586207
11, 0.362068965517, 0.362068965517, 0.362068965517
12, 0.362068965517, 0.362068965517, 0.362068965517
13, 0.362068965517, 0.362068965517, 0.362068965517
14, 0.344827586207, 0.344827586207, 0.344827586207
15, 0.344827586207, 0.344827586207, 0.344827586207
16, 0.362068965517, 0.362068965517, 0.362068965517
17, 0.344827586207, 0.344827586207, 0.344827586207
18, 0.362068965517, 0.362068965517, 0.362068965517
19, 0.362068965517, 0.362068965517, 0.362068965517
20, 0.344827586207, 0.344827586207, 0.344827586207
21, 0.362068965517, 0.362068965517, 0.362068965517
22, 0.362068965517, 0.362068965517, 0.362068965517
23, 0.344827586207, 0.344827586207, 0.344827586207
24, 0.362068965517, 0.362068965517, 0.362068965517
25, 0.362068965517, 0.362068965517, 0.362068965517
26, 0.534482758621, 0.534482758621, 0.534482758621
27, 0.344827586207, 0.344827586207, 0.344827586207
28, 0.344827586207, 0.344827586207, 0.344827586207
