ID, FP, FN, RF
0, 0.333333333333, 0.333333333333, 0.333333333333
1, 0.538461538462, 0.538461538462, 0.538461538462
2, 0.333333333333, 0.333333333333, 0.333333333333
3, 0.333333333333, 0.333333333333, 0.333333333333
4, 0.333333333333, 0.333333333333, 0.333333333333
5, 0.410256410256, 0.410256410256, 0.410256410256
6, 0.487179487179, 0.487179487179, 0.487179487179
7, 0.333333333333, 0.333333333333, 0.333333333333
8, 0.538461538462, 0.538461538462, 0.538461538462
9, 0.333333333333, 0.333333333333, 0.333333333333
10, 0.333333333333, 0.333333333333, 0.333333333333
11, 0.487179487179, 0.487179487179, 0.487179487179
12, 0.538461538462, 0.538461538462, 0.538461538462
13, 0.333333333333, 0.333333333333, 0.333333333333
14, 0.487179487179, 0.487179487179, 0.487179487179
15, 0.538461538462, 0.538461538462, 0.538461538462
16, 0.333333333333, 0.333333333333, 0.333333333333
17, 0.333333333333, 0.333333333333, 0.333333333333
18, 0.333333333333, 0.333333333333, 0.333333333333
19, 0.333333333333, 0.333333333333, 0.333333333333
20, 0.333333333333, 0.333333333333, 0.333333333333
21, 0.333333333333, 0.333333333333, 0.333333333333
22, 0.538461538462, 0.538461538462, 0.538461538462
23, 0.538461538462, 0.538461538462, 0.538461538462
24, 0.333333333333, 0.333333333333, 0.333333333333
25, 0.333333333333, 0.333333333333, 0.333333333333
26, 0.333333333333, 0.333333333333, 0.333333333333
27, 0.333333333333, 0.333333333333, 0.333333333333
28, 0.333333333333, 0.333333333333, 0.333333333333
29, 0.333333333333, 0.333333333333, 0.333333333333
