ID, FP, FN, RF
0, 0.38, 0.38, 0.38
1, 0.42, 0.42, 0.42
2, 0.4, 0.4, 0.4
3, 0.38, 0.38, 0.38
4, 0.38, 0.38, 0.38
5, 0.4, 0.4, 0.4
6, 0.4, 0.4, 0.4
7, 0.34, 0.34, 0.34
8, 0.42, 0.42, 0.42
9, 0.38, 0.38, 0.38
10, 0.4, 0.4, 0.4
11, 0.38, 0.38, 0.38
12, 0.34, 0.34, 0.34
13, 0.36, 0.36, 0.36
14, 0.4, 0.4, 0.4
15, 0.4, 0.4, 0.4
16, 0.36, 0.36, 0.36
17, 0.38, 0.38, 0.38
18, 0.42, 0.42, 0.42
19, 0.4, 0.4, 0.4
20, 0.36, 0.36, 0.36
21, 0.38, 0.38, 0.38
22, 0.42, 0.42, 0.42
23, 0.36, 0.36, 0.36
24, 0.4, 0.4, 0.4
25, 0.38, 0.38, 0.38
26, 0.4, 0.4, 0.4
27, 0.38, 0.38, 0.38
28, 0.34, 0.34, 0.34
29, 0.4, 0.4, 0.4
