ID, FP, FN, RF
0, 0.2, 0.2, 0.2
1, 0.24, 0.24, 0.24
2, 0.4, 0.4, 0.4
3, 0.36, 0.36, 0.36
4, 0.24, 0.24, 0.24
5, 0.28, 0.28, 0.28
6, 0.28, 0.28, 0.28
7, 0.28, 0.28, 0.28
8, 0.24, 0.24, 0.24
9, 0.24, 0.24, 0.24
10, 0.28, 0.28, 0.28
11, 0.36, 0.36, 0.36
12, 0.36, 0.36, 0.36
13, 0.36, 0.36, 0.36
14, 0.4, 0.4, 0.4
15, 0.2, 0.2, 0.2
16, 0.44, 0.44, 0.44
17, 0.24, 0.24, 0.24
18, 0.2, 0.2, 0.2
19, 0.32, 0.32, 0.32
20, 0.28, 0.28, 0.28
21, 0.2, 0.2, 0.2
22, 0.36, 0.36, 0.36
23, 0.28, 0.28, 0.28
24, 0.36, 0.36, 0.36
25, 0.36, 0.36, 0.36
26, 0.32, 0.32, 0.32
27, 0.36, 0.36, 0.36
28, 0.2, 0.2, 0.2
29, 0.36, 0.36, 0.36
