Weight, FP, FN, RF
0.00|0.00|0.00|1.00, 0.454545454545, 0.454545454545, 0.454545454545
0.00|0.00|0.26|0.74, 0.454545454545, 0.454545454545, 0.454545454545
0.00|0.00|0.50|0.50, 0.424242424242, 0.424242424242, 0.424242424242
0.00|0.00|0.74|0.26, 0.333333333333, 0.333333333333, 0.333333333333
0.00|0.00|1.00|0.00, 0.363636363636, 0.363636363636, 0.363636363636
0.00|0.25|0.75|0.00, 0.424242424242, 0.424242424242, 0.424242424242
0.00|0.26|0.00|0.74, 0.454545454545, 0.454545454545, 0.454545454545
0.00|0.42|0.29|0.29, 0.454545454545, 0.454545454545, 0.454545454545
0.00|0.49|0.51|0.00, 0.393939393939, 0.393939393939, 0.393939393939
0.00|0.49|0.00|0.51, 0.454545454545, 0.454545454545, 0.454545454545
0.00|0.73|0.27|0.00, 0.424242424242, 0.424242424242, 0.424242424242
0.00|0.74|0.00|0.26, 0.454545454545, 0.454545454545, 0.454545454545
0.00|1.00|0.00|0.00, 0.454545454545, 0.454545454545, 0.454545454545
0.18|0.18|0.17|0.47, 0.424242424242, 0.424242424242, 0.424242424242
0.18|0.18|0.47|0.17, 0.30303030303, 0.30303030303, 0.30303030303
0.25|0.48|0.00|0.27, 0.454545454545, 0.454545454545, 0.454545454545
0.25|0.48|0.27|0.00, 0.424242424242, 0.424242424242, 0.424242424242
0.25|0.00|0.00|0.75, 0.454545454545, 0.454545454545, 0.454545454545
0.26|0.74|0.00|0.00, 0.454545454545, 0.454545454545, 0.454545454545
0.26|0.00|0.74|0.00, 0.333333333333, 0.333333333333, 0.333333333333
0.40|0.00|0.30|0.30, 0.454545454545, 0.454545454545, 0.454545454545
0.48|0.24|0.00|0.27, 0.454545454545, 0.454545454545, 0.454545454545
0.49|0.00|0.00|0.51, 0.454545454545, 0.454545454545, 0.454545454545
0.49|0.25|0.27|0.00, 0.424242424242, 0.424242424242, 0.424242424242
0.49|0.00|0.51|0.00, 0.393939393939, 0.393939393939, 0.393939393939
0.50|0.50|0.00|0.00, 0.454545454545, 0.454545454545, 0.454545454545
0.73|0.00|0.00|0.27, 0.454545454545, 0.454545454545, 0.454545454545
0.74|0.00|0.26|0.00, 0.454545454545, 0.454545454545, 0.454545454545
0.74|0.26|0.00|0.00, 0.454545454545, 0.454545454545, 0.454545454545
1.00|0.00|0.00|0.00, 0.454545454545, 0.454545454545, 0.454545454545
