Weight, FP, FN, RF
0.00|0.00|0.00|1.00, 0.325581395349, 0.325581395349, 0.325581395349
0.00|0.00|0.26|0.74, 0.325581395349, 0.325581395349, 0.325581395349
0.00|0.00|0.50|0.50, 0.325581395349, 0.325581395349, 0.325581395349
0.00|0.00|0.74|0.26, 0.313953488372, 0.313953488372, 0.313953488372
0.00|0.00|1.00|0.00, 0.325581395349, 0.325581395349, 0.325581395349
0.00|0.25|0.75|0.00, 0.279069767442, 0.279069767442, 0.279069767442
0.00|0.26|0.00|0.74, 0.325581395349, 0.325581395349, 0.325581395349
0.00|0.42|0.29|0.29, 0.325581395349, 0.325581395349, 0.325581395349
0.00|0.49|0.51|0.00, 0.313953488372, 0.313953488372, 0.313953488372
0.00|0.49|0.00|0.51, 0.325581395349, 0.325581395349, 0.325581395349
0.00|0.73|0.27|0.00, 0.325581395349, 0.325581395349, 0.325581395349
0.00|0.74|0.00|0.26, 0.325581395349, 0.325581395349, 0.325581395349
0.00|1.00|0.00|0.00, 0.325581395349, 0.325581395349, 0.325581395349
0.18|0.18|0.17|0.47, 0.325581395349, 0.325581395349, 0.325581395349
0.18|0.18|0.47|0.17, 0.209302325581, 0.209302325581, 0.209302325581
0.25|0.48|0.00|0.27, 0.325581395349, 0.325581395349, 0.325581395349
0.25|0.48|0.27|0.00, 0.325581395349, 0.325581395349, 0.325581395349
0.25|0.00|0.00|0.75, 0.325581395349, 0.325581395349, 0.325581395349
0.26|0.74|0.00|0.00, 0.325581395349, 0.325581395349, 0.325581395349
0.26|0.00|0.74|0.00, 0.313953488372, 0.313953488372, 0.313953488372
0.40|0.00|0.30|0.30, 0.325581395349, 0.325581395349, 0.325581395349
0.48|0.24|0.00|0.27, 0.325581395349, 0.325581395349, 0.325581395349
0.49|0.00|0.00|0.51, 0.325581395349, 0.325581395349, 0.325581395349
0.49|0.25|0.27|0.00, 0.325581395349, 0.325581395349, 0.325581395349
0.49|0.00|0.51|0.00, 0.313953488372, 0.313953488372, 0.313953488372
0.50|0.50|0.00|0.00, 0.325581395349, 0.325581395349, 0.325581395349
0.73|0.00|0.00|0.27, 0.325581395349, 0.325581395349, 0.325581395349
0.74|0.00|0.26|0.00, 0.325581395349, 0.325581395349, 0.325581395349
0.74|0.26|0.00|0.00, 0.325581395349, 0.325581395349, 0.325581395349
1.00|0.00|0.00|0.00, 0.325581395349, 0.325581395349, 0.325581395349
