Weight, FP, FN, RF
0.00|0.00|0.00|1.00, 0.369565217391, 0.369565217391, 0.369565217391
0.00|0.00|0.26|0.74, 0.369565217391, 0.369565217391, 0.369565217391
0.00|0.00|0.50|0.50, 0.369565217391, 0.369565217391, 0.369565217391
0.00|0.00|0.74|0.26, 0.434782608696, 0.434782608696, 0.434782608696
0.00|0.00|1.00|0.00, 0.304347826087, 0.304347826087, 0.304347826087
0.00|0.25|0.75|0.00, 0.304347826087, 0.304347826087, 0.304347826087
0.00|0.26|0.00|0.74, 0.369565217391, 0.369565217391, 0.369565217391
0.00|0.42|0.29|0.29, 0.369565217391, 0.369565217391, 0.369565217391
0.00|0.49|0.51|0.00, 0.413043478261, 0.413043478261, 0.413043478261
0.00|0.49|0.00|0.51, 0.369565217391, 0.369565217391, 0.369565217391
0.00|0.73|0.27|0.00, 0.369565217391, 0.369565217391, 0.369565217391
0.00|0.74|0.00|0.26, 0.369565217391, 0.369565217391, 0.369565217391
0.00|1.00|0.00|0.00, 0.369565217391, 0.369565217391, 0.369565217391
0.18|0.18|0.17|0.47, 0.369565217391, 0.369565217391, 0.369565217391
0.18|0.18|0.47|0.17, 0.326086956522, 0.326086956522, 0.326086956522
0.25|0.48|0.00|0.27, 0.369565217391, 0.369565217391, 0.369565217391
0.25|0.48|0.27|0.00, 0.369565217391, 0.369565217391, 0.369565217391
0.25|0.00|0.00|0.75, 0.369565217391, 0.369565217391, 0.369565217391
0.26|0.74|0.00|0.00, 0.369565217391, 0.369565217391, 0.369565217391
0.26|0.00|0.74|0.00, 0.434782608696, 0.434782608696, 0.434782608696
0.40|0.00|0.30|0.30, 0.369565217391, 0.369565217391, 0.369565217391
0.48|0.24|0.00|0.27, 0.369565217391, 0.369565217391, 0.369565217391
0.49|0.00|0.00|0.51, 0.369565217391, 0.369565217391, 0.369565217391
0.49|0.25|0.27|0.00, 0.369565217391, 0.369565217391, 0.369565217391
0.49|0.00|0.51|0.00, 0.413043478261, 0.413043478261, 0.413043478261
0.50|0.50|0.00|0.00, 0.369565217391, 0.369565217391, 0.369565217391
0.73|0.00|0.00|0.27, 0.369565217391, 0.369565217391, 0.369565217391
0.74|0.00|0.26|0.00, 0.369565217391, 0.369565217391, 0.369565217391
0.74|0.26|0.00|0.00, 0.369565217391, 0.369565217391, 0.369565217391
1.00|0.00|0.00|0.00, 0.369565217391, 0.369565217391, 0.369565217391
